"method","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct"
"cv","model1",1,640,99,5,2,5,1
"cv_1se","model1",1,640,99,5,2,5,1
"cvc","model1",1,640,99,5,2,5,1
"ncv1","model1",1,640,99,5,2,5,1
"ncv2","model1",1,640,99,5,2,5,1
"ncv3","model1",1,640,99,5,2,5,1
"cv","model1",1,640,100,7,3,5,0
"cv_1se","model1",1,640,100,5,2,5,1
"cvc","model1",1,640,100,5,2,5,1
"ncv1","model1",1,640,100,5,2,5,1
"ncv2","model1",1,640,100,16,5,5,0
"ncv3","model1",1,640,100,5,2,5,1
"cv","model1",4,40,1,13,3,5,0
"cv_1se","model1",4,40,1,5,2,5,1
"cvc","model1",4,40,1,5,2,5,1
"ncv1","model1",4,40,1,5,2,5,1
"ncv2","model1",4,40,1,6,3,5,0
"ncv3","model1",4,40,1,5,2,5,1
"cv","model1",4,40,2,15,4,5,0
"cv_1se","model1",4,40,2,5,2,5,1
"cvc","model1",4,40,2,5,2,5,1
"ncv1","model1",4,40,2,5,2,5,1
"ncv2","model1",4,40,2,6,3,5,0
"ncv3","model1",4,40,2,5,2,5,1
"cv","model1",4,40,3,5,2,5,1
"cv_1se","model1",4,40,3,5,2,5,1
"cvc","model1",4,40,3,5,2,5,1
"ncv1","model1",4,40,3,5,2,5,1
"ncv2","model1",4,40,3,5,2,5,1
"ncv3","model1",4,40,3,5,2,5,1
"cv","model1",4,40,4,5,2,5,1
"cv_1se","model1",4,40,4,5,2,5,1
"cvc","model1",4,40,4,5,2,5,1
"ncv1","model1",4,40,4,5,2,5,1
"ncv2","model1",4,40,4,6,3,5,0
"ncv3","model1",4,40,4,5,2,5,1
"cv","model1",4,40,5,5,2,5,1
"cv_1se","model1",4,40,5,5,2,5,1
"cvc","model1",4,40,5,5,2,5,1
"ncv1","model1",4,40,5,5,2,5,1
"ncv2","model1",4,40,5,5,2,5,1
"ncv3","model1",4,40,5,5,2,5,1
"cv","model1",4,40,6,13,3,5,0
"cv_1se","model1",4,40,6,13,3,5,0
"cvc","model1",4,40,6,13,3,5,0
"ncv1","model1",4,40,6,5,2,5,1
"ncv2","model1",4,40,6,13,3,5,0
"ncv3","model1",4,40,6,5,2,5,1
"cv","model1",4,40,7,5,2,5,1
"cv_1se","model1",4,40,7,5,2,5,1
"cvc","model1",4,40,7,5,2,5,1
"ncv1","model1",4,40,7,5,2,5,1
"ncv2","model1",4,40,7,5,2,5,1
"ncv3","model1",4,40,7,5,2,5,1
"cv","model1",4,40,8,5,2,5,1
"cv_1se","model1",4,40,8,5,2,5,1
"cvc","model1",4,40,8,5,2,5,1
"ncv1","model1",4,40,8,5,2,5,1
"ncv2","model1",4,40,8,5,2,5,1
"ncv3","model1",4,40,8,5,2,5,1
"cv","model1",4,40,9,5,2,5,1
"cv_1se","model1",4,40,9,5,2,5,1
"cvc","model1",4,40,9,5,2,5,1
"ncv1","model1",4,40,9,5,2,5,1
"ncv2","model1",4,40,9,5,2,5,1
"ncv3","model1",4,40,9,5,2,5,1
"cv","model1",4,40,10,13,3,5,0
"cv_1se","model1",4,40,10,5,2,5,1
"cvc","model1",4,40,10,5,2,5,1
"ncv1","model1",4,40,10,5,2,5,1
"ncv2","model1",4,40,10,13,3,5,0
"ncv3","model1",4,40,10,5,2,5,1
"cv","model1",4,40,11,13,3,5,0
"cv_1se","model1",4,40,11,5,2,5,1
"cvc","model1",4,40,11,5,2,5,1
"ncv1","model1",4,40,11,5,2,5,1
"ncv2","model1",4,40,11,13,3,5,0
"ncv3","model1",4,40,11,5,2,5,1
"cv","model1",4,40,12,5,2,5,1
"cv_1se","model1",4,40,12,5,2,5,1
"cvc","model1",4,40,12,5,2,5,1
"ncv1","model1",4,40,12,5,2,5,1
"ncv2","model1",4,40,12,5,2,5,1
"ncv3","model1",4,40,12,5,2,5,1
"cv","model1",4,40,13,13,3,5,0
"cv_1se","model1",4,40,13,5,2,5,1
"cvc","model1",4,40,13,5,2,5,1
"ncv1","model1",4,40,13,5,2,5,1
"ncv2","model1",4,40,13,13,3,5,0
"ncv3","model1",4,40,13,5,2,5,1
"cv","model1",4,40,14,13,3,5,0
"cv_1se","model1",4,40,14,5,2,5,1
"cvc","model1",4,40,14,5,2,5,1
"ncv1","model1",4,40,14,5,2,5,1
"ncv2","model1",4,40,14,13,3,5,0
"ncv3","model1",4,40,14,5,2,5,1
"cv","model1",4,40,15,5,2,5,1
"cv_1se","model1",4,40,15,5,2,5,1
"cvc","model1",4,40,15,5,2,5,1
"ncv1","model1",4,40,15,5,2,5,1
"ncv2","model1",4,40,15,5,2,5,1
"ncv3","model1",4,40,15,5,2,5,1
"cv","model1",4,40,16,5,2,5,1
"cv_1se","model1",4,40,16,5,2,5,1
"cvc","model1",4,40,16,5,2,5,1
"ncv1","model1",4,40,16,5,2,5,1
"ncv2","model1",4,40,16,5,2,5,1
"ncv3","model1",4,40,16,5,2,5,1
"cv","model1",4,40,17,5,2,5,1
"cv_1se","model1",4,40,17,5,2,5,1
"cvc","model1",4,40,17,5,2,5,1
"ncv1","model1",4,40,17,5,2,5,1
"ncv2","model1",4,40,17,7,3,5,0
"ncv3","model1",4,40,17,5,2,5,1
"cv","model1",4,40,18,5,2,5,1
"cv_1se","model1",4,40,18,5,2,5,1
"cvc","model1",4,40,18,5,2,5,1
"ncv1","model1",4,40,18,5,2,5,1
"ncv2","model1",4,40,18,5,2,5,1
"ncv3","model1",4,40,18,5,2,5,1
"cv","model1",4,40,19,5,2,5,1
"cv_1se","model1",4,40,19,5,2,5,1
"cvc","model1",4,40,19,5,2,5,1
"ncv1","model1",4,40,19,5,2,5,1
"ncv2","model1",4,40,19,5,2,5,1
"ncv3","model1",4,40,19,5,2,5,1
"cv","model1",4,40,20,8,4,5,0
"cv_1se","model1",4,40,20,5,2,5,1
"cvc","model1",4,40,20,5,2,5,1
"ncv1","model1",4,40,20,5,2,5,1
"ncv2","model1",4,40,20,8,4,5,0
"ncv3","model1",4,40,20,5,2,5,1
"cv","model1",4,40,21,5,2,5,1
"cv_1se","model1",4,40,21,5,2,5,1
"cvc","model1",4,40,21,5,2,5,1
"ncv1","model1",4,40,21,5,2,5,1
"ncv2","model1",4,40,21,5,2,5,1
"ncv3","model1",4,40,21,5,2,5,1
"cv","model1",4,40,22,8,4,5,0
"cv_1se","model1",4,40,22,5,2,5,1
"cvc","model1",4,40,22,5,2,5,1
"ncv1","model1",4,40,22,5,2,5,1
"ncv2","model1",4,40,22,7,3,5,0
"ncv3","model1",4,40,22,5,2,5,1
"cv","model1",4,40,23,15,4,5,0
"cv_1se","model1",4,40,23,5,2,5,1
"cvc","model1",4,40,23,5,2,5,1
"ncv1","model1",4,40,23,5,2,5,1
"ncv2","model1",4,40,23,7,3,5,0
"ncv3","model1",4,40,23,5,2,5,1
"cv","model1",4,40,24,5,2,5,1
"cv_1se","model1",4,40,24,5,2,5,1
"cvc","model1",4,40,24,5,2,5,1
"ncv1","model1",4,40,24,5,2,5,1
"ncv2","model1",4,40,24,5,2,5,1
"ncv3","model1",4,40,24,5,2,5,1
"cv","model1",4,40,25,6,3,5,0
"cv_1se","model1",4,40,25,5,2,5,1
"cvc","model1",4,40,25,5,2,5,1
"ncv1","model1",4,40,25,5,2,5,1
"ncv2","model1",4,40,25,6,3,5,0
"ncv3","model1",4,40,25,5,2,5,1
"cv","model1",4,40,26,5,2,5,1
"cv_1se","model1",4,40,26,5,2,5,1
"cvc","model1",4,40,26,5,2,5,1
"ncv1","model1",4,40,26,5,2,5,1
"ncv2","model1",4,40,26,5,2,5,1
"ncv3","model1",4,40,26,5,2,5,1
"cv","model1",4,40,27,5,2,5,1
"cv_1se","model1",4,40,27,5,2,5,1
"cvc","model1",4,40,27,5,2,5,1
"ncv1","model1",4,40,27,5,2,5,1
"ncv2","model1",4,40,27,5,2,5,1
"ncv3","model1",4,40,27,5,2,5,1
"cv","model1",4,40,28,5,2,5,1
"cv_1se","model1",4,40,28,5,2,5,1
"cvc","model1",4,40,28,5,2,5,1
"ncv1","model1",4,40,28,5,2,5,1
"ncv2","model1",4,40,28,13,3,5,0
"ncv3","model1",4,40,28,5,2,5,1
"cv","model1",4,40,29,5,2,5,1
"cv_1se","model1",4,40,29,5,2,5,1
"cvc","model1",4,40,29,5,2,5,1
"ncv1","model1",4,40,29,5,2,5,1
"ncv2","model1",4,40,29,5,2,5,1
"ncv3","model1",4,40,29,5,2,5,1
"cv","model1",4,40,30,5,2,5,1
"cv_1se","model1",4,40,30,5,2,5,1
"cvc","model1",4,40,30,5,2,5,1
"ncv1","model1",4,40,30,5,2,5,1
"ncv2","model1",4,40,30,5,2,5,1
"ncv3","model1",4,40,30,5,2,5,1
"cv","model1",4,40,31,6,3,5,0
"cv_1se","model1",4,40,31,5,2,5,1
"cvc","model1",4,40,31,5,2,5,1
"ncv1","model1",4,40,31,5,2,5,1
"ncv2","model1",4,40,31,5,2,5,1
"ncv3","model1",4,40,31,5,2,5,1
"cv","model1",4,40,32,5,2,5,1
"cv_1se","model1",4,40,32,5,2,5,1
"cvc","model1",4,40,32,5,2,5,1
"ncv1","model1",4,40,32,5,2,5,1
"ncv2","model1",4,40,32,5,2,5,1
"ncv3","model1",4,40,32,5,2,5,1
"cv","model1",4,40,33,5,2,5,1
"cv_1se","model1",4,40,33,5,2,5,1
"cvc","model1",4,40,33,5,2,5,1
"ncv1","model1",4,40,33,5,2,5,1
"ncv2","model1",4,40,33,5,2,5,1
"ncv3","model1",4,40,33,5,2,5,1
"cv","model1",4,40,34,13,3,5,0
"cv_1se","model1",4,40,34,5,2,5,1
"cvc","model1",4,40,34,5,2,5,1
"ncv1","model1",4,40,34,5,2,5,1
"ncv2","model1",4,40,34,13,3,5,0
"ncv3","model1",4,40,34,5,2,5,1
"cv","model1",4,40,35,5,2,5,1
"cv_1se","model1",4,40,35,5,2,5,1
"cvc","model1",4,40,35,5,2,5,1
"ncv1","model1",4,40,35,5,2,5,1
"ncv2","model1",4,40,35,5,2,5,1
"ncv3","model1",4,40,35,5,2,5,1
"cv","model1",4,40,36,15,4,5,0
"cv_1se","model1",4,40,36,5,2,5,1
"cvc","model1",4,40,36,5,2,5,1
"ncv1","model1",4,40,36,5,2,5,1
"ncv2","model1",4,40,36,13,3,5,0
"ncv3","model1",4,40,36,5,2,5,1
"cv","model1",4,40,37,13,3,5,0
"cv_1se","model1",4,40,37,5,2,5,1
"cvc","model1",4,40,37,5,2,5,1
"ncv1","model1",4,40,37,5,2,5,1
"ncv2","model1",4,40,37,5,2,5,1
"ncv3","model1",4,40,37,5,2,5,1
"cv","model1",4,40,38,5,2,5,1
"cv_1se","model1",4,40,38,5,2,5,1
"cvc","model1",4,40,38,5,2,5,1
"ncv1","model1",4,40,38,5,2,5,1
"ncv2","model1",4,40,38,5,2,5,1
"ncv3","model1",4,40,38,5,2,5,1
"cv","model1",4,40,39,5,2,5,1
"cv_1se","model1",4,40,39,5,2,5,1
"cvc","model1",4,40,39,5,2,5,1
"ncv1","model1",4,40,39,5,2,5,1
"ncv2","model1",4,40,39,5,2,5,1
"ncv3","model1",4,40,39,5,2,5,1
"cv","model1",4,40,40,7,3,5,0
"cv_1se","model1",4,40,40,5,2,5,1
"cvc","model1",4,40,40,5,2,5,1
"ncv1","model1",4,40,40,5,2,5,1
"ncv2","model1",4,40,40,5,2,5,1
"ncv3","model1",4,40,40,5,2,5,1
"cv","model1",4,40,41,7,3,5,0
"cv_1se","model1",4,40,41,5,2,5,1
"cvc","model1",4,40,41,5,2,5,1
"ncv1","model1",4,40,41,5,2,5,1
"ncv2","model1",4,40,41,5,2,5,1
"ncv3","model1",4,40,41,5,2,5,1
"cv","model1",4,40,42,7,3,5,0
"cv_1se","model1",4,40,42,5,2,5,1
"cvc","model1",4,40,42,5,2,5,1
"ncv1","model1",4,40,42,5,2,5,1
"ncv2","model1",4,40,42,7,3,5,0
"ncv3","model1",4,40,42,5,2,5,1
"cv","model1",4,40,43,5,2,5,1
"cv_1se","model1",4,40,43,5,2,5,1
"cvc","model1",4,40,43,5,2,5,1
"ncv1","model1",4,40,43,6,3,5,0
"ncv2","model1",4,40,43,6,3,5,0
"ncv3","model1",4,40,43,6,3,5,0
"cv","model1",4,40,44,5,2,5,1
"cv_1se","model1",4,40,44,5,2,5,1
"cvc","model1",4,40,44,5,2,5,1
"ncv1","model1",4,40,44,5,2,5,1
"ncv2","model1",4,40,44,5,2,5,1
"ncv3","model1",4,40,44,5,2,5,1
"cv","model1",4,40,45,6,3,5,0
"cv_1se","model1",4,40,45,5,2,5,1
"cvc","model1",4,40,45,5,2,5,1
"ncv1","model1",4,40,45,5,2,5,1
"ncv2","model1",4,40,45,5,2,5,1
"ncv3","model1",4,40,45,5,2,5,1
"cv","model1",4,40,46,5,2,5,1
"cv_1se","model1",4,40,46,5,2,5,1
"cvc","model1",4,40,46,5,2,5,1
"ncv1","model1",4,40,46,5,2,5,1
"ncv2","model1",4,40,46,5,2,5,1
"ncv3","model1",4,40,46,5,2,5,1
"cv","model1",4,40,47,5,2,5,1
"cv_1se","model1",4,40,47,5,2,5,1
"cvc","model1",4,40,47,5,2,5,1
"ncv1","model1",4,40,47,5,2,5,1
"ncv2","model1",4,40,47,5,2,5,1
"ncv3","model1",4,40,47,5,2,5,1
"cv","model1",4,40,48,5,2,5,1
"cv_1se","model1",4,40,48,5,2,5,1
"cvc","model1",4,40,48,5,2,5,1
"ncv1","model1",4,40,48,5,2,5,1
"ncv2","model1",4,40,48,7,3,5,0
"ncv3","model1",4,40,48,5,2,5,1
"cv","model1",4,40,49,7,3,5,0
"cv_1se","model1",4,40,49,5,2,5,1
"cvc","model1",4,40,49,5,2,5,1
"ncv1","model1",4,40,49,7,3,5,0
"ncv2","model1",4,40,49,7,3,5,0
"ncv3","model1",4,40,49,7,3,5,0
"cv","model1",4,40,50,5,2,5,1
"cv_1se","model1",4,40,50,5,2,5,1
"cvc","model1",4,40,50,5,2,5,1
"ncv1","model1",4,40,50,5,2,5,1
"ncv2","model1",4,40,50,5,2,5,1
"ncv3","model1",4,40,50,5,2,5,1
"cv","model1",4,40,51,15,4,5,0
"cv_1se","model1",4,40,51,5,2,5,1
"cvc","model1",4,40,51,5,2,5,1
"ncv1","model1",4,40,51,5,2,5,1
"ncv2","model1",4,40,51,7,3,5,0
"ncv3","model1",4,40,51,5,2,5,1
"cv","model1",4,40,52,5,2,5,1
"cv_1se","model1",4,40,52,5,2,5,1
"cvc","model1",4,40,52,5,2,5,1
"ncv1","model1",4,40,52,5,2,5,1
"ncv2","model1",4,40,52,6,3,5,0
"ncv3","model1",4,40,52,5,2,5,1
"cv","model1",4,40,53,15,4,5,0
"cv_1se","model1",4,40,53,5,2,5,1
"cvc","model1",4,40,53,5,2,5,1
"ncv1","model1",4,40,53,5,2,5,1
"ncv2","model1",4,40,53,8,4,5,0
"ncv3","model1",4,40,53,5,2,5,1
"cv","model1",4,40,54,7,3,5,0
"cv_1se","model1",4,40,54,5,2,5,1
"cvc","model1",4,40,54,5,2,5,1
"ncv1","model1",4,40,54,5,2,5,1
"ncv2","model1",4,40,54,7,3,5,0
"ncv3","model1",4,40,54,5,2,5,1
"cv","model1",4,40,55,5,2,5,1
"cv_1se","model1",4,40,55,5,2,5,1
"cvc","model1",4,40,55,5,2,5,1
"ncv1","model1",4,40,55,5,2,5,1
"ncv2","model1",4,40,55,5,2,5,1
"ncv3","model1",4,40,55,5,2,5,1
"cv","model1",4,40,56,5,2,5,1
"cv_1se","model1",4,40,56,5,2,5,1
"cvc","model1",4,40,56,5,2,5,1
"ncv1","model1",4,40,56,5,2,5,1
"ncv2","model1",4,40,56,5,2,5,1
"ncv3","model1",4,40,56,5,2,5,1
"cv","model1",4,40,57,6,3,5,0
"cv_1se","model1",4,40,57,5,2,5,1
"cvc","model1",4,40,57,5,2,5,1
"ncv1","model1",4,40,57,5,2,5,1
"ncv2","model1",4,40,57,6,3,5,0
"ncv3","model1",4,40,57,5,2,5,1
"cv","model1",4,40,58,5,2,5,1
"cv_1se","model1",4,40,58,5,2,5,1
"cvc","model1",4,40,58,5,2,5,1
"ncv1","model1",4,40,58,5,2,5,1
"ncv2","model1",4,40,58,5,2,5,1
"ncv3","model1",4,40,58,5,2,5,1
"cv","model1",4,40,59,13,3,5,0
"cv_1se","model1",4,40,59,5,2,5,1
"cvc","model1",4,40,59,5,2,5,1
"ncv1","model1",4,40,59,5,2,5,1
"ncv2","model1",4,40,59,13,3,5,0
"ncv3","model1",4,40,59,5,2,5,1
"cv","model1",4,40,60,7,3,5,0
"cv_1se","model1",4,40,60,5,2,5,1
"cvc","model1",4,40,60,5,2,5,1
"ncv1","model1",4,40,60,5,2,5,1
"ncv2","model1",4,40,60,5,2,5,1
"ncv3","model1",4,40,60,5,2,5,1
"cv","model1",4,40,61,5,2,5,1
"cv_1se","model1",4,40,61,5,2,5,1
"cvc","model1",4,40,61,5,2,5,1
"ncv1","model1",4,40,61,5,2,5,1
"ncv2","model1",4,40,61,5,2,5,1
"ncv3","model1",4,40,61,5,2,5,1
"cv","model1",4,40,62,13,3,5,0
"cv_1se","model1",4,40,62,5,2,5,1
"cvc","model1",4,40,62,5,2,5,1
"ncv1","model1",4,40,62,5,2,5,1
"ncv2","model1",4,40,62,5,2,5,1
"ncv3","model1",4,40,62,5,2,5,1
"cv","model1",4,40,63,13,3,5,0
"cv_1se","model1",4,40,63,5,2,5,1
"cvc","model1",4,40,63,5,2,5,1
"ncv1","model1",4,40,63,5,2,5,1
"ncv2","model1",4,40,63,5,2,5,1
"ncv3","model1",4,40,63,5,2,5,1
"cv","model1",4,40,64,5,2,5,1
"cv_1se","model1",4,40,64,5,2,5,1
"cvc","model1",4,40,64,5,2,5,1
"ncv1","model1",4,40,64,5,2,5,1
"ncv2","model1",4,40,64,5,2,5,1
"ncv3","model1",4,40,64,5,2,5,1
"cv","model1",4,40,65,5,2,5,1
"cv_1se","model1",4,40,65,5,2,5,1
"cvc","model1",4,40,65,5,2,5,1
"ncv1","model1",4,40,65,5,2,5,1
"ncv2","model1",4,40,65,5,2,5,1
"ncv3","model1",4,40,65,5,2,5,1
"cv","model1",4,40,66,5,2,5,1
"cv_1se","model1",4,40,66,5,2,5,1
"cvc","model1",4,40,66,5,2,5,1
"ncv1","model1",4,40,66,5,2,5,1
"ncv2","model1",4,40,66,5,2,5,1
"ncv3","model1",4,40,66,5,2,5,1
"cv","model1",4,40,67,13,3,5,0
"cv_1se","model1",4,40,67,5,2,5,1
"cvc","model1",4,40,67,5,2,5,1
"ncv1","model1",4,40,67,5,2,5,1
"ncv2","model1",4,40,67,13,3,5,0
"ncv3","model1",4,40,67,5,2,5,1
"cv","model1",4,40,68,5,2,5,1
"cv_1se","model1",4,40,68,5,2,5,1
"cvc","model1",4,40,68,5,2,5,1
"ncv1","model1",4,40,68,5,2,5,1
"ncv2","model1",4,40,68,5,2,5,1
"ncv3","model1",4,40,68,5,2,5,1
"cv","model1",4,40,69,6,3,5,0
"cv_1se","model1",4,40,69,5,2,5,1
"cvc","model1",4,40,69,5,2,5,1
"ncv1","model1",4,40,69,5,2,5,1
"ncv2","model1",4,40,69,6,3,5,0
"ncv3","model1",4,40,69,5,2,5,1
"cv","model1",4,40,70,13,3,5,0
"cv_1se","model1",4,40,70,5,2,5,1
"cvc","model1",4,40,70,5,2,5,1
"ncv1","model1",4,40,70,5,2,5,1
"ncv2","model1",4,40,70,5,2,5,1
"ncv3","model1",4,40,70,5,2,5,1
"cv","model1",4,40,71,13,3,5,0
"cv_1se","model1",4,40,71,5,2,5,1
"cvc","model1",4,40,71,5,2,5,1
"ncv1","model1",4,40,71,5,2,5,1
"ncv2","model1",4,40,71,13,3,5,0
"ncv3","model1",4,40,71,5,2,5,1
"cv","model1",4,40,72,13,3,5,0
"cv_1se","model1",4,40,72,5,2,5,1
"cvc","model1",4,40,72,5,2,5,1
"ncv1","model1",4,40,72,5,2,5,1
"ncv2","model1",4,40,72,7,3,5,0
"ncv3","model1",4,40,72,5,2,5,1
"cv","model1",4,40,73,7,3,5,0
"cv_1se","model1",4,40,73,5,2,5,1
"cvc","model1",4,40,73,5,2,5,1
"ncv1","model1",4,40,73,5,2,5,1
"ncv2","model1",4,40,73,6,3,5,0
"ncv3","model1",4,40,73,5,2,5,1
"cv","model1",4,40,74,14,4,5,0
"cv_1se","model1",4,40,74,5,2,5,1
"cvc","model1",4,40,74,5,2,5,1
"ncv1","model1",4,40,74,5,2,5,1
"ncv2","model1",4,40,74,5,2,5,1
"ncv3","model1",4,40,74,5,2,5,1
"cv","model1",4,40,75,14,4,5,0
"cv_1se","model1",4,40,75,5,2,5,1
"cvc","model1",4,40,75,5,2,5,1
"ncv1","model1",4,40,75,5,2,5,1
"ncv2","model1",4,40,75,6,3,5,0
"ncv3","model1",4,40,75,5,2,5,1
"cv","model1",4,40,76,6,3,5,0
"cv_1se","model1",4,40,76,5,2,5,1
"cvc","model1",4,40,76,5,2,5,1
"ncv1","model1",4,40,76,5,2,5,1
"ncv2","model1",4,40,76,5,2,5,1
"ncv3","model1",4,40,76,5,2,5,1
"cv","model1",4,40,77,5,2,5,1
"cv_1se","model1",4,40,77,5,2,5,1
"cvc","model1",4,40,77,5,2,5,1
"ncv1","model1",4,40,77,5,2,5,1
"ncv2","model1",4,40,77,8,4,5,0
"ncv3","model1",4,40,77,5,2,5,1
"cv","model1",4,40,78,7,3,5,0
"cv_1se","model1",4,40,78,5,2,5,1
"cvc","model1",4,40,78,5,2,5,1
"ncv1","model1",4,40,78,5,2,5,1
"ncv2","model1",4,40,78,15,4,5,0
"ncv3","model1",4,40,78,5,2,5,1
"cv","model1",4,40,79,6,3,5,0
"cv_1se","model1",4,40,79,6,3,5,0
"cvc","model1",4,40,79,5,2,5,1
"ncv1","model1",4,40,79,5,2,5,1
"ncv2","model1",4,40,79,6,3,5,0
"ncv3","model1",4,40,79,5,2,5,1
"cv","model1",4,40,80,13,3,5,0
"cv_1se","model1",4,40,80,5,2,5,1
"cvc","model1",4,40,80,5,2,5,1
"ncv1","model1",4,40,80,5,2,5,1
"ncv2","model1",4,40,80,5,2,5,1
"ncv3","model1",4,40,80,5,2,5,1
"cv","model1",4,40,81,5,2,5,1
"cv_1se","model1",4,40,81,5,2,5,1
"cvc","model1",4,40,81,5,2,5,1
"ncv1","model1",4,40,81,5,2,5,1
"ncv2","model1",4,40,81,5,2,5,1
"ncv3","model1",4,40,81,5,2,5,1
"cv","model1",4,40,82,7,3,5,0
"cv_1se","model1",4,40,82,5,2,5,1
"cvc","model1",4,40,82,5,2,5,1
"ncv1","model1",4,40,82,5,2,5,1
"ncv2","model1",4,40,82,5,2,5,1
"ncv3","model1",4,40,82,5,2,5,1
"cv","model1",4,40,83,7,3,5,0
"cv_1se","model1",4,40,83,5,2,5,1
"cvc","model1",4,40,83,5,2,5,1
"ncv1","model1",4,40,83,5,2,5,1
"ncv2","model1",4,40,83,5,2,5,1
"ncv3","model1",4,40,83,5,2,5,1
"cv","model1",4,40,84,8,4,5,0
"cv_1se","model1",4,40,84,5,2,5,1
"cvc","model1",4,40,84,5,2,5,1
"ncv1","model1",4,40,84,5,2,5,1
"ncv2","model1",4,40,84,5,2,5,1
"ncv3","model1",4,40,84,5,2,5,1
"cv","model1",4,40,85,6,3,5,0
"cv_1se","model1",4,40,85,5,2,5,1
"cvc","model1",4,40,85,5,2,5,1
"ncv1","model1",4,40,85,5,2,5,1
"ncv2","model1",4,40,85,6,3,5,0
"ncv3","model1",4,40,85,5,2,5,1
"cv","model1",4,40,86,13,3,5,0
"cv_1se","model1",4,40,86,5,2,5,1
"cvc","model1",4,40,86,5,2,5,1
"ncv1","model1",4,40,86,5,2,5,1
"ncv2","model1",4,40,86,13,3,5,0
"ncv3","model1",4,40,86,5,2,5,1
"cv","model1",4,40,87,5,2,5,1
"cv_1se","model1",4,40,87,5,2,5,1
"cvc","model1",4,40,87,5,2,5,1
"ncv1","model1",4,40,87,5,2,5,1
"ncv2","model1",4,40,87,5,2,5,1
"ncv3","model1",4,40,87,5,2,5,1
"cv","model1",4,40,88,5,2,5,1
"cv_1se","model1",4,40,88,5,2,5,1
"cvc","model1",4,40,88,5,2,5,1
"ncv1","model1",4,40,88,5,2,5,1
"ncv2","model1",4,40,88,5,2,5,1
"ncv3","model1",4,40,88,5,2,5,1
"cv","model1",4,40,89,5,2,5,1
"cv_1se","model1",4,40,89,5,2,5,1
"cvc","model1",4,40,89,5,2,5,1
"ncv1","model1",4,40,89,5,2,5,1
"ncv2","model1",4,40,89,5,2,5,1
"ncv3","model1",4,40,89,5,2,5,1
"cv","model1",4,40,90,7,3,5,0
"cv_1se","model1",4,40,90,5,2,5,1
"cvc","model1",4,40,90,5,2,5,1
"ncv1","model1",4,40,90,5,2,5,1
"ncv2","model1",4,40,90,7,3,5,0
"ncv3","model1",4,40,90,5,2,5,1
"cv","model1",4,40,91,5,2,5,1
"cv_1se","model1",4,40,91,5,2,5,1
"cvc","model1",4,40,91,5,2,5,1
"ncv1","model1",4,40,91,5,2,5,1
"ncv2","model1",4,40,91,5,2,5,1
"ncv3","model1",4,40,91,5,2,5,1
"cv","model1",4,40,92,6,3,5,0
"cv_1se","model1",4,40,92,5,2,5,1
"cvc","model1",4,40,92,5,2,5,1
"ncv1","model1",4,40,92,5,2,5,1
"ncv2","model1",4,40,92,5,2,5,1
"ncv3","model1",4,40,92,5,2,5,1
"cv","model1",4,40,93,5,2,5,1
"cv_1se","model1",4,40,93,5,2,5,1
"cvc","model1",4,40,93,5,2,5,1
"ncv1","model1",4,40,93,13,3,5,0
"ncv2","model1",4,40,93,13,3,5,0
"ncv3","model1",4,40,93,13,3,5,0
"cv","model1",4,40,94,6,3,5,0
"cv_1se","model1",4,40,94,5,2,5,1
"cvc","model1",4,40,94,5,2,5,1
"ncv1","model1",4,40,94,5,2,5,1
"ncv2","model1",4,40,94,6,3,5,0
"ncv3","model1",4,40,94,5,2,5,1
"cv","model1",4,40,95,5,2,5,1
"cv_1se","model1",4,40,95,5,2,5,1
"cvc","model1",4,40,95,5,2,5,1
"ncv1","model1",4,40,95,5,2,5,1
"ncv2","model1",4,40,95,5,2,5,1
"ncv3","model1",4,40,95,5,2,5,1
"cv","model1",4,40,96,5,2,5,1
"cv_1se","model1",4,40,96,5,2,5,1
"cvc","model1",4,40,96,5,2,5,1
"ncv1","model1",4,40,96,5,2,5,1
"ncv2","model1",4,40,96,7,3,5,0
"ncv3","model1",4,40,96,5,2,5,1
"cv","model1",4,40,97,16,5,5,0
"cv_1se","model1",4,40,97,7,3,5,0
"cvc","model1",4,40,97,5,2,5,1
"ncv1","model1",4,40,97,5,2,5,1
"ncv2","model1",4,40,97,7,3,5,0
"ncv3","model1",4,40,97,5,2,5,1
"cv","model1",4,40,98,15,4,5,0
"cv_1se","model1",4,40,98,5,2,5,1
"cvc","model1",4,40,98,5,2,5,1
"ncv1","model1",4,40,98,5,2,5,1
"ncv2","model1",4,40,98,7,3,5,0
"ncv3","model1",4,40,98,5,2,5,1
"cv","model1",4,40,99,13,3,5,0
"cv_1se","model1",4,40,99,5,2,5,1
"cvc","model1",4,40,99,5,2,5,1
"ncv1","model1",4,40,99,5,2,5,1
"ncv2","model1",4,40,99,13,3,5,0
"ncv3","model1",4,40,99,5,2,5,1
"cv","model1",4,40,100,7,3,5,0
"cv_1se","model1",4,40,100,5,2,5,1
"cvc","model1",4,40,100,5,2,5,1
"ncv1","model1",4,40,100,7,3,5,0
"ncv2","model1",4,40,100,7,3,5,0
"ncv3","model1",4,40,100,7,3,5,0
"cv","model1",4,80,1,6,3,5,0
"cv_1se","model1",4,80,1,5,2,5,1
"cvc","model1",4,80,1,5,2,5,1
